Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0006985	Solyc02T002912.1	CDX78566, CDX70548, CDY57894, CDX69596
OG0006986	Solyc01T002381.1	CDY13650, CDX83636, CDY28535, CDY48980
OG0006987	Solyc04T000677.2, Solyc10T002399.2	CDY35405, CDY22534, CDY23835, CDX79923
OG0006988	Solyc05T000402.1	CDX81511
OG0006988	Solyc01T003330.2	CDY31109
OG0006989	Solyc04T000642.1, Solyc10T002410.1	CDY06904, CDY14789
OG0006990	Solyc09T000063.1	CDX74962, CDX91361, CDY07580, CDY52748, CDX78189, CDX73542, CDX77881
OG0006991	Solyc02T002932.4, Solyc02T001063.1	CDY52398, CDY13680
OG0006992	Solyc11T002361.1	CDX78444, CDX70421, CDY61439, CDX69732, CDX97144
OG0006993	Solyc09T000234.1	CDY44368, CDY04883, CDY38419
OG0006994	Solyc04T002762.1	CDY23656, CDY10615, CDY25676, CDY17811, CDY17001
OG0006995	Solyc07T002016.1	CDY29645, CDX94535, CDX97798, CDY47119, CDY47120
OG0006996	Solyc09T002247.1	CDY32484, CDY32483, CDY37456, CDY15269, CDX89937
OG0006997	Solyc04T002725.1	CDY69225, CDY23916, CDY02401
OG0006998	Solyc06T002339.1, Solyc10T002669.1	CDY53270, CDX83623, CDY13639
OG0006999	Solyc01T003030.1	CDY06955, CDY14751
OG0007000	Solyc02T002894.1	CDY48354, CDY34158, CDX83679, CDY13703, CDX83675
OG0007001	Solyc09T000282.1, Solyc10T002828.1	CDX75028, CDY13320
OG0007002	Solyc01T003203.1	CDY19717, CDX99989, CDX86168, CDX80661
OG0007003	Solyc01T002963.1	CDX67863, CDY25075, CDY03160, CDX71706, CDY11380
OG0007004	Solyc03T001055.1	CDY01092, CDX73837, CDY00755, CDY01091, CDY01084
OG0007005	Solyc01T003418.1	CDX94973, CDY64753
OG0007006	Solyc09T001881.1	CDX89846, CDY18203, CDY07302, CDY15486, CDX86653
OG0007008	Solyc10T002343.1	CDY65898, CDY29510, CDY71351, CDY03322
OG0007009	Solyc09T002302.1	CDX87024, CDY68751, CDX80603, CDY25008
OG0007010	Solyc04T002835.1	CDX90098, CDY11777, CDX84919, CDX84920, CDY27624
OG0007011	Solyc11T002275.2, Solyc06T000362.1	CDY09209, CDX86014, CDY53841
OG0007012	Solyc07T002714.4	CDY28644, CDY17353, CDY66690, CDY36758, CDY06562, CDY20753
OG0007013	Solyc01T001854.1	CDY57864, CDY24918, CDY24917, CDY28349, CDY34968
OG0007014	Solyc07T000735.1	CDY61499, CDY47945, CDY38296, CDY25910, CDY49467, CDX94409
OG0007015	Solyc03T002707.1	CDY59874, CDY04172, CDY48076, CDY51605
OG0007016	Solyc01T002142.1	CDY02573, CDY47206, CDY68209, CDX92546
OG0007017	Solyc02T002196.1	CDY01662, CDX74523
OG0007018	Solyc07T001688.1	CDY06657, CDY09962, CDY06222
OG0007019	Solyc07T002408.1	CDX88457, CDX87449, CDY11656, CDY14608, CDY26869
OG0007020	Solyc12T000725.1	CDY36755, CDY66686
OG0007022	Solyc06T001618.1	CDX97084, CDX69781, CDX75224, CDX68821, CDY61387
OG0007023	Solyc06T000120.1	CDX90634, CDY29046, CDX78039, CDX73692
OG0007025	Solyc10T001810.1	CDX73180, CDY47512, CDY13562, CDY22398, CDX72722
OG0007026	Solyc04T000548.1, Solyc04T002114.1	CDY31168
OG0007027	Solyc12T000753.1, Solyc07T002745.2, Solyc02T000476.1	CDX92814, CDY42728
OG0007028	Solyc05T002373.1	CDX70147, CDX98846, CDY04953, CDY14111, CDY04954
OG0007029	Solyc02T001789.1	CDX85465, CDY02720, CDY02718
OG0007030	Solyc04T002403.1, Solyc11T000431.1	CDY08793, CDY14563
OG0007032	Solyc11T000292.1	CDX88827, CDX70958, CDY16590, CDX92415
OG0007033	Solyc09T000322.1, Solyc10T002641.1	CDX73593
OG0007034	Solyc01T004010.1	CDY02282, CDX89670, CDX71234, CDX89669
OG0007035	Solyc04T002286.1	CDY41876
OG0007035	Solyc01T003723.1	CDX87479
OG0007036	Solyc01T001538.1	CDX95879, CDY39013
OG0007037	Solyc01T003046.1	CDX91656, CDY27062, CDY27824
OG0007038	Solyc07T002723.1	CDY36765, CDY11978, CDY28638, CDY17358
OG0007039	Solyc01T000339.2, Solyc11T002415.1	CDY16592, CDX92413, CDY09094
OG0007040	Solyc08T000310.2	CDX84305, CDY17261, CDX84640, CDX79567
OG0007041	Solyc06T002342.1	CDY38417, CDX70148, CDX98845
OG0007042	Solyc12T000143.1, Solyc07T001656.1	CDY30376, CDY14867, CDY55500
OG0007043	Solyc01T002043.1	CDY16701, CDY67787
OG0007044	Solyc03T001879.1	CDY05273, CDY23583, CDY24685, CDX74099, CDY08044
OG0007045	Solyc07T001796.1, Solyc12T000118.1	CDX93072, CDX93073, CDY50038
OG0007046	Solyc04T001662.1	CDY34497, CDY55750, CDX84769, CDY23929
OG0007047	Solyc01T004197.1, Solyc10T001777.1	CDX82028, CDY15896, CDY13819
OG0007048	Solyc12T001010.3, Solyc10T002462.1	CDY44916, CDY65062, CDX92534, CDY13995
OG0007049	Solyc04T002416.1	CDY31068, CDY20676, CDX94953, CDX93484
OG0007050	Solyc01T002094.1	CDX76626, CDY11413, CDX83337, CDX95715
OG0007051	Solyc06T000811.1	CDY11325, CDX80962, CDY04956, CDY14109
OG0007052	Solyc07T001756.1, Solyc05T001777.1	CDX74630, CDY37638
OG0007053	Solyc05T002566.1	CDY02440, CDY66392, CDY26102
OG0007055	Solyc12T002303.1, Solyc10T001273.1	CDX88404, CDX87487
OG0007056	Solyc03T000508.1	CDY54442, CDY16421, CDY39273, CDY07461
OG0007057	Solyc12T000149.1	CDY58744, CDY39510, CDY71787, CDY37400, CDY66181
OG0007058	Solyc02T002472.1	CDY49068, CDX67420
OG0007059	Solyc10T001147.1	CDX99941, CDX92362, CDX99938, CDX92359, CDY34456, CDX98574
OG0007060	Solyc10T000468.1	CDX67861, CDY25073, CDX71707, CDY11379
OG0007061	Solyc06T002590.1, Solyc08T002046.1	CDY58563, CDX88668, CDY02810, CDY32994, CDY43864
OG0007062	Solyc01T003226.1	CDY19720, CDX99985, CDY25036, CDY05575
OG0007064	Solyc02T001281.1	CDY26314, CDY26725, CDX99854, CDX99855, CDX90214, CDY71411
OG0007065	Solyc03T000716.1, Solyc02T002669.1	CDY49939, CDY21210, CDY50700, CDY43127
OG0007067	Solyc02T001545.1, Solyc02T001548.1	CDX84287
OG0007068	Solyc05T000016.1	CDY20612, CDY20962, CDY34877, CDY54228, CDY37962, CDX93397
OG0007069	Solyc01T002762.1	CDY18907, CDX74759, CDY53892, CDX90063, CDY15147
OG0007070	Solyc01T003582.1	CDX83403, CDX95628, CDY18945, CDX74714
OG0007071	Solyc07T000413.1	CDX94407, CDX89389, CDX94408, CDX89390, CDY38283, CDY25924
OG0007072	Solyc09T001814.1	CDY15119, CDX93032
OG0007075	Solyc09T000488.1	CDY62566, CDX86819, CDY40350, CDX80816, CDY55558
OG0007076	Solyc05T001441.1, Solyc05T001442.1, Solyc05T001444.1, Solyc05T001443.1, Solyc05T001445.1	CDY09776
OG0007077	Solyc03T003591.1	CDX82257, CDY36050, CDY25400, CDY29805
OG0007078	Solyc05T001065.1	CDX84936, CDY27602, CDY27601, CDX84937, CDY66860, CDY11827
OG0007080	Solyc06T001475.1	CDY29811, CDY25404, CDY36048, CDX82255, CDY29807
OG0007081	Solyc01T002836.2	CDY18893, CDX74771
OG0007082	Solyc06T000854.1, Solyc11T000336.1	CDY50692, CDY43132, CDY50691
OG0007083	Solyc09T000515.1	CDY55122, CDY41619, CDY44695
OG0007084	Solyc01T003530.1	CDX76518, CDY01549, CDY68706, CDX99459, CDX78869
OG0007086	Solyc01T003532.3	CDY04367, CDY31801, CDY53145, CDY29168, CDY39921
OG0007087	Solyc05T000291.1	CDY25768, CDY04744, CDY21415
OG0007088	Solyc12T002166.1, Solyc06T001473.1	CDX88489, CDX87424, CDY57944, CDX79274
OG0007090	Solyc04T000552.1	CDY35231, CDY16690, CDX94534
OG0007091	Solyc11T000585.1, Solyc04T000553.1	CDX82929, CDX79143, CDX94089, CDX98741
OG0007092	Solyc01T001968.1	CDX70836, CDX92590, CDY13912, CDY37972, CDX88925
OG0007093	Solyc11T001013.1, Solyc06T001547.1, Solyc01T003586.1	CDY71135, CDY39914
OG0007094	Solyc07T001528.1, Solyc12T000340.1	CDY72130, CDX70942, CDX92436, CDY16561
OG0007095	Solyc02T001177.1	CDY21330, CDY62001, CDY45049, CDY28878, CDY39169
OG0007096	Solyc11T001704.1	CDX68443
OG0007096	Solyc04T000320.1	CDX73670, CDX78051
OG0007097	Solyc01T002841.1	CDX71743, CDY48925, CDY42499, CDX89111
OG0007098	Solyc01T002635.1	CDY58904, CDY56995, CDY56994, CDY27405, CDY37014
OG0007099	Solyc03T000468.1, PRAM_26129.1.p1	CDY16667, CDX94555
OG0007100	Solyc01T001115.2, Solyc01T000070.1	CDY08233, CDY26117
OG0007101	Solyc05T000306.1	CDX72765, CDX96292, CDY03709, CDY06739, CDY09504
OG0007103	Solyc05T002738.1	CDX71971, CDY06051, CDX98273, CDX98270, CDX67722
OG0007104	Solyc12T000752.1, Solyc10T000082.1, Solyc10T000083.6	CDX77796
OG0007105	Solyc12T002503.1, Solyc04T002986.1	CDX95193, CDY68037
OG0007107	Solyc04T000539.1, Solyc01T000971.1, Solyc01T000077.1	CDY08230, CDY26121, CDY10580
OG0007108	Solyc07T001653.2	CDY32270, CDY40516, CDX68529, CDY60712, CDX90500
OG0007110	Solyc01T001984.1	CDY18852, CDY08057, CDX74109, CDY24702, CDY05254
OG0007112	Solyc12T002525.1	CDY29481, CDX96607, CDY33665
OG0007113	Solyc02T001153.1	CDY18768, CDY18790, CDY05156, CDX76778, CDY27778
OG0007114	PRAM_25847.1.p1	CDX86381, CDX85258, CDY04067, CDY44400, CDY19993, CDY00097
OG0007115	Solyc01T002633.1	CDX72627, CDX72628, CDX69307, CDX75653, CDX75655, CDY29550
OG0007116	Solyc06T000212.1	CDY48870, CDX77237, CDY16506, CDY29343, CDY59128
OG0007117	Solyc02T001225.1	CDY63842, CDX90225, CDY26296, CDX99881
OG0007118	Solyc01T002164.1	CDY58338, CDY08066, CDY18843, CDY24717, CDY05233
OG0007119	Solyc05T000681.2	CDY11038, CDX92657, CDY03413, CDY34316
OG0007120	Solyc07T001604.1	CDY59807, CDY06503, CDY06501, CDY22734, CDY09058
OG0007121	Solyc02T001191.1, Solyc02T000314.1	CDX82852, CDX79088, CDX94052, CDX98701
OG0007122	Solyc01T001850.1	CDY34926, CDY33926, CDY60419, CDX86251, CDX85397
OG0007123	Solyc02T000934.1	CDY01786, CDX96108, CDY12623, CDY54119
OG0007124	Solyc01T003603.1	CDY04767
OG0007124	Solyc06T001528.1	CDY48056, CDX75103
OG0007125	Solyc08T000369.3	CDY34380, CDY25531, CDY38220, CDY08323, CDY08324
OG0007126	Solyc04T001362.1	CDY29591, CDY03609, CDY70844, CDX96588
OG0007127	Solyc02T000315.2	CDY39164, CDY46364, CDY60369, CDY21329, CDY62002
OG0007128	Solyc01T003555.1	CDX91540, CDY16375, CDX83177, CDY21444
OG0007129	Solyc09T002844.1	CDY10117, CDY47277, CDY66704, CDY68306
OG0007130	Solyc01T003567.1	CDY24837, CDY08933, CDY03457, CDY34278
OG0007131	Solyc03T001507.1, Solyc05T000289.2	CDY17669, CDY65925, CDY52384, CDY40371
OG0007132	Solyc05T002493.1	CDY33924, CDY70877, CDX86248, CDY56435
OG0007133	Solyc02T001103.1	CDX98234, CDY02353, CDY43172, CDY12444, CDY27171
OG0007134	Solyc03T002843.1, Solyc06T001908.1	CDX87208, CDY16815, CDY02155, CDY23069
OG0007137	Solyc02T002924.1, Solyc02T001059.1	CDX83663, CDX67478, CDY11722
OG0007138	Solyc09T002620.1, Solyc03T000072.3	CDY56070, CDY43713, CDY47367, CDY01130
OG0007139	Solyc04T000287.1	CDX82265, CDY33443, CDY42226, CDY36064, CDY24566, CDY25372
OG0007140	Solyc03T000440.1, Solyc03T000441.1	CDX86922, CDY30698, CDY16794, CDX87231
OG0007141	Solyc06T001447.1	CDY08217, CDY26147, CDY51404, CDY33245, CDY39102, CDY52270
OG0007143	Solyc01T000121.1, Solyc12T002833.1	CDX78502, CDX70490, CDX69676, CDX97219
OG0007144	Solyc07T000578.1	CDY26284, CDY49628, CDY59232, CDX90236
OG0007145	Solyc09T001456.1, Solyc06T002642.1	CDY28060, CDY35924, CDY34904, CDY60822
OG0007146	Solyc05T002602.1	CDY44644, CDX74851, CDX93268, CDX80279, CDX80630
OG0007147	Solyc01T002109.1	CDY27494, CDX80099, CDY37799, CDX99531, CDX99530, CDX86871
OG0007148	Solyc10T000870.1, Solyc00T000007.1, Solyc01T000956.1	CDY21184, CDY21190
OG0007149	Solyc01T003451.2	CDY05539, CDX80579, CDX88233, CDY68653, CDX74127
OG0007150	PRAM_37011.1.p1, Solyc11T000196.1	CDY65399, CDX76157, CDX78223, CDX73494
OG0007151	Solyc01T002411.1	CDY23184, CDY60634, CDY29064, CDX78061, CDX73660
OG0007152	Solyc08T002331.1	CDX68739, CDY28260, CDY36446, CDX76815, CDY34772
OG0007153	Solyc03T001557.1	CDY08151, CDY05943, CDX86966, CDY00212
OG0007155	Solyc01T002174.1, Solyc09T001918.1	CDY67797, CDY63340, CDX89173, CDX93935
OG0007156	Solyc10T002894.1, Solyc09T000168.1	CDY30878, CDX76217, CDY56693, CDX78173
OG0007158	Solyc11T000441.1, Solyc07T001035.1, Solyc12T001113.1	CDY08860
OG0007158	Solyc10T000314.1	CDY48816, CDX93717
OG0007159	Solyc10T002221.1	CDY56777, CDX72120, CDY32023, CDX67653, CDX67652, CDY32022
OG0007160	Solyc05T000730.1	CDY44064, CDY28547, CDX95938, CDY40918, CDY51505
OG0007161	Solyc08T001590.1	CDY51661, CDY70660, CDY23339, CDX68881, CDX75273
OG0007165	Solyc02T002108.1	CDX71344, CDX89080, CDY52345, CDX71775, CDY56729, CDX67842
OG0007166	Solyc08T002241.1	CDX94483, CDX86725, CDY51557, CDY26566, CDY16005, CDY00455, CDY04388
OG0007168	Solyc06T000517.1	CDX73390, CDY40210, CDY70303
OG0007171	Solyc09T000248.1	CDX80870, CDY11255, CDY44371, CDY04886, CDX70302, CDY11027, CDY10376
OG0007173	Solyc02T000161.1, Solyc02T001858.1	CDX80932, CDY11322, CDY36269, CDY00691, CDX73910
OG0007177	Solyc04T002709.1	CDX83109, CDY23023, CDY02098, CDY57355, CDY30608, CDX68566, CDX83108
OG0007181	Solyc09T000529.1, Solyc10T002773.1	CDX76188, CDY68041, CDY71269, CDY71975
OG0007189	Solyc01T002833.1, Solyc01T002831.1	CDX90053, CDY15159, CDX74338, CDX91905, CDY01979, CDY54054
OG0007199	Solyc02T000876.1	CDX92324, CDX99236, CDY43618, CDY29337, CDY20865, CDY16514, CDY32853
OG0007205	Solyc02T002042.2, Solyc03T003115.1	CDX77979, CDX73745, CDY16314, CDY33292, CDX90659, CDY29005
OG0007209	Solyc08T000599.1, Solyc02T001231.1	CDY43960, CDX87732, CDY33463, CDY62357, CDY35153, CDY03234
OG0007222	Solyc05T002044.1, Solyc07T000564.1	CDY39724, CDY44456, CDY35027, CDY08367, CDY38185
OG0007226	Solyc07T002528.1	CDY48645, CDY28772, CDY20132, CDY56424, CDY20133, CDX97678, CDX98565
OG0007237	Solyc05T001457.1	CDX89341, CDX94340, CDY42738, CDX92772, CDX89340, CDX75296, CDX94338
OG0007244	Solyc03T001056.1	CDY72151
OG0007249	Solyc03T000325.1, Solyc06T000710.1	CDX91655, CDY27063, CDY00533, CDY00532, CDY27821
OG0007250	Solyc03T001439.1, Solyc04T001885.1, Solyc03T001456.1, Solyc04T001909.1, Solyc04T001589.2, Solyc04T001889.1, Solyc03T001437.1	CDY51009, CDY03196, CDY57414
OG0007255	Solyc04T002758.1	CDX75600, CDX69248, CDY24766, CDY70324, CDY43898, CDY13019
OG0007256	Solyc08T000127.1	CDY60853, CDX68765, CDY13443, CDX72312
OG0007257	Solyc11T000227.2	CDX76996, CDY35351, CDX76748, CDY39887, CDY23326, CDX68847, CDX75245
OG0007258	Solyc06T002323.1, Solyc08T000867.1	CDY61396, CDY53699, CDX68828, CDX75230, CDX72349, CDY13476
OG0007260	Solyc03T000005.1	CDY13036
OG0007261	Solyc04T002514.1	CDX78764, CDX70780, CDX85437, CDY39717, CDY38465, CDY16880
OG0007273	Solyc02T001000.1	CDY63770, CDX85563, CDX69548, CDX69549, CDX85052, CDX78611, CDX70593, CDY28692
OG0007274	Solyc02T000886.1	CDY07026, CDX93244
OG0007274	Solyc09T000519.1	CDY04844, CDY48104
OG0007277	Solyc10T002262.1	CDY28570, CDY53503, CDX79887, CDY06880, CDY14819, CDY19444, CDY19446
OG0007278	Solyc02T002226.1, Solyc02T001033.1	CDY00151, CDX83722, CDX83719, CDY20043, CDY42582, CDY50122
OG0007279	Solyc09T001662.1, Solyc05T000849.1	CDY51591, CDY03879, CDY24427, CDY36134, CDX84954, CDY27587
OG0007288	Solyc04T000750.1	CDX76824, CDX70267, CDY41409, CDX89449, CDX76843, CDX76823, CDY34803, CDY34786
OG0007290	Solyc07T002314.1	CDY09852, CDX69583, CDX91063, CDX85598
OG0007293	Solyc09T002281.1	CDY01916, CDX97261, CDY18027, CDX90944, CDX80114, CDY63853
OG0007295	Solyc11T000065.1	CDX92262, CDX99325, CDY71041, CDX82332, CDX75980, CDY08864, CDX84538
OG0007296	Solyc02T000845.1, Solyc02T002761.1	CDY18663, CDX81311, CDY08724, CDY36498
OG0007297	Solyc06T001251.1, Solyc08T002343.1	CDY04627, CDY50236, CDX68070, CDX79180, CDX88334, CDX87551
OG0007298	Solyc09T001917.1, Solyc02T001565.1	CDX93936, CDX89172, CDY63338, CDX67917, CDX79421
OG0007301	Solyc11T000566.1, Solyc11T000567.1	CDY22087, CDY21926, CDX91266, CDY71939, CDY39162, CDY46368
OG0007304	Solyc11T002094.1, Solyc06T000418.1	CDY04538, CDX71381, CDY30506
OG0007305	Solyc01T003898.1, Solyc01T003897.1	CDY22965, CDX82286, CDY42195, CDX95432, CDY58858
OG0007306	Solyc01T002335.1, Solyc10T002435.1	CDX71981, CDY06059, CDY61756, CDY00540
OG0007309	Solyc02T001310.1, Solyc01T002452.1	CDY31007, CDX88948, CDY06104, CDY72144, CDY33820, CDY69347
OG0007312	Solyc09T001440.1, Solyc06T000149.1	CDX86293, CDX85350, CDY60823, CDY34905, CDY24630, CDY28064
OG0007319	Solyc06T001697.1, Solyc03T003311.1	CDY47534, CDY02542, CDY49900, CDX87902
OG0007320	Solyc12T000087.1, Solyc07T001940.1	CDY72198, CDY69320, CDY66041, CDY08526, CDY56849
OG0007326	Solyc07T000307.1	CDY51833, CDY56151, CDY27055, CDY65324
OG0007327	Solyc03T002242.1, Solyc06T002095.1, Solyc01T002351.1	CDY30470, CDY71678, CDY23433, CDY71679, CDY23434
OG0007328	Solyc01T001996.1	CDY70090, CDY50378, CDY22055, CDX90935, CDY70418, CDX93965
OG0007331	Solyc07T002684.1, Solyc07T002683.1, Solyc09T002132.1	CDX90671, CDY28995, CDX77973, CDY71307, CDX90670
OG0007332	Solyc05T001871.1, Solyc05T001487.1, Solyc07T001816.1	CDY09765, CDX90592, CDY48286, CDY22924
OG0007333	Solyc08T000472.1, Solyc12T000899.1, Solyc12T000900.1	CDY67726, CDY71258, CDY17906, CDY17903, CDY30444, CDY23406
OG0007338	Solyc03T000156.3	CDY15000, CDY26324, CDY15001, CDY12887, CDY40965
OG0007339	Solyc07T000990.1, Solyc11T002182.1	CDY35686, CDY09141, CDY26931, CDX92349, CDY68104, CDX88793
OG0007341	Solyc05T001621.1, Solyc07T001539.1, Solyc12T000342.1	CDX92433, CDY16567, CDX88839, CDY45066
OG0007342	Solyc07T000357.1, Solyc07T000358.1, Solyc07T000353.1	CDY11884, CDX88608, CDY52201, CDY38266
OG0007343	Solyc11T002232.1, Solyc01T003320.1	CDX82986, CDX68386, CDY53445, CDY48687, CDY59223, CDX88699, CDX71118
OG0007354	Solyc12T002459.1, Solyc04T002814.1, Solyc10T002479.1	CDY62533, CDX73153
OG0007355	Solyc12T001260.1	CDY70011, CDY66748
OG0007356	Solyc11T001532.1, Solyc05T001142.1, Solyc12T001511.1, Solyc05T001409.1, Solyc03T000932.1, Solyc05T001529.1, Solyc07T001079.1, Solyc11T000962.1	CDX94240
OG0007358	Solyc05T001547.1	CDY65045, CDY33411
OG0007415	Solyc06T002669.1	CDY03294, CDY39785, CDY52087, CDX77381
OG0007416	Solyc10T002774.1, Solyc09T000548.2	CDX80799, CDY55115
OG0007417	Solyc01T002695.1	CDY69484, CDY27389, CDX95637, CDX83394
OG0007418	Solyc03T002323.1	CDX74134, CDY14661
OG0007419	Solyc01T004221.1	CDX82012, CDY13825
OG0007423	Solyc01T002870.1	CDY54930, CDY01985
OG0007426	Solyc09T001690.1, Solyc06T000179.1	CDX86278, CDX85365
OG0007427	Solyc02T000016.1, Solyc09T001387.1	CDX84845, CDY24011
OG0007428	Solyc06T001564.1	CDY13262, CDY22859, CDY33879
OG0007430	Solyc11T001891.1	CDY35564, CDY03120
OG0007432	Solyc03T001964.1	CDX93340
OG0007433	Solyc09T002560.1	CDY09011, CDX77515
OG0007436	Solyc01T000476.1, Solyc05T000228.1	CDY42046, CDX80017
OG0007437	Solyc11T001691.1	CDY29902
OG0007438	Solyc10T002584.1, Solyc01T000196.1	CDY14086, CDY04985, CDX73553
OG0007439	Solyc11T000194.1	CDY17386, CDY57962, CDY57428
OG0007440	Solyc07T001464.1	CDX74651, CDY33688
OG0007441	Solyc01T003523.3	CDY20942, CDY37988, CDX93437
OG0007442	Solyc10T002885.1	CDX97170, CDX69705, CDX85700, CDX91171
OG0007443	Solyc04T000262.1	CDY19070, CDY15410
OG0007444	Solyc09T002088.2	CDY15563, CDX86534, CDY47725, CDY10184, CDX84798, CDY23960
OG0007445	Solyc01T002733.1	CDX89082
OG0007446	Solyc01T003002.1	CDY15194, CDY70254
OG0007448	Solyc03T000519.1	CDX81426, CDY18578
OG0007449	Solyc04T000732.1	CDX79934, CDX92926, CDY23846
OG0007451	Solyc09T000670.1	CDY11209, CDX80780
OG0007453	Solyc04T000716.1	CDX72050, CDY06115
OG0007454	Solyc06T002768.1, Solyc09T002189.1	CDY27464, CDY55521
OG0007455	Solyc10T002382.1	CDX88939, CDY30993, CDY06117, CDX72053
OG0007456	Solyc09T000960.1	CDY72453, CDY72213, CDY50256, CDY27888
OG0007457	Solyc08T002580.1	CDY71840, CDX73274
OG0007459	Solyc09T000222.1	CDX75003, CDY33207, CDX79705, CDY46745
OG0007460	Solyc06T000216.1, Solyc09T002082.1	CDY15480, CDX86664, CDX86214
OG0007461	Solyc10T000441.1	CDY15198, CDX90012
OG0007462	Solyc01T002864.1	CDY18878, CDX74786
OG0007464	Solyc01T000094.1	CDY68638, CDX92407, CDY59517, CDY68639
OG0007465	Solyc01T002808.1	CDY68746, CDY51151
OG0007467	Solyc01T002693.1	CDY48369, CDX89067, CDX71792, CDY41149
OG0007468	Solyc09T000666.1	CDX93327, CDY64226
OG0007469	Solyc01T002672.1	CDX74709, CDY18953, CDX83405, CDX95626
OG0007470	Solyc05T000715.1	CDY02999, CDY45165
OG0007471	Solyc01T002900.1	CDY42016, CDX79994
OG0007473	Solyc07T000386.1	CDX76697, CDY11473
OG0007474	Solyc01T002395.1, Solyc01T004406.1	CDX92692, CDX94458, CDX89423, CDY11069
OG0007475	Solyc04T002458.1	CDY24044, CDY33061, CDY70935, CDY08234
OG0007476	Solyc10T002585.1	CDY67795
OG0007477	Solyc05T002441.1	CDY00016, CDY59823
OG0007479	Solyc03T003373.1	CDX97739, CDY30157
OG0007480	Solyc09T000314.1	CDX70296, CDY10367
OG0007481	Solyc03T001709.1	CDY63101, CDY65699
OG0007482	Solyc09T000126.1	CDY04869, CDY55689, CDY11233, CDX80843
OG0007484	Solyc09T000305.1	CDY04895, CDY67264, CDY10361, CDX70290
OG0007485	Solyc09T001369.1	CDY19946, CDY00055
OG0007486	Solyc11T000353.1	CDY56128, CDY52963
OG0007487	Solyc09T000312.1	CDY00897, CDY60155, CDY00896
OG0007488	Solyc06T000652.1	CDY64931, CDY42466, CDY43035
OG0007489	Solyc02T001647.1	CDY46377, CDY62874, CDX97304, CDX91230
OG0007491	Solyc01T002988.1	CDY15192, CDX90017
OG0007492	Solyc09T002644.1	CDX77452, CDX85182
OG0007493	Solyc10T002721.1	CDY41299, CDY41598, CDY44719
OG0007494	Solyc10T002958.1	CDY13184, CDX78211, CDX73505, CDX76168
OG0007495	Solyc09T002184.3	CDX91241, CDY22103, CDY21942, CDX91242
OG0007496	Solyc10T002133.1	CDY29045, CDX90635, CDX78038, CDX73693
OG0007497	Solyc09T001994.1, Solyc06T002733.1	CDX93913
OG0007498	Solyc05T002082.6	CDY15153, CDX90058
OG0007499	Solyc10T002654.2	CDY10357, CDX70285
OG0007500	Solyc09T000192.1	CDY10389
OG0007501	Solyc01T002572.1	CDX81583, CDY45832, CDY50311, CDY54141
OG0007503	Solyc04T001154.1, Solyc04T001153.1	CDX70819, CDY51226, CDY25422, CDX92612
OG0007504	Solyc09T001837.1	CDY35218, CDY06872, CDY65849, CDY31986
OG0007505	Solyc10T002568.1	CDY55301, CDX87939
OG0007506	Solyc08T002103.2	CDY50427, CDY01179
OG0007507	Solyc09T000275.1	CDY25642, CDX89524
OG0007508	Solyc10T002334.1	CDX70263, CDY41403
OG0007509	Solyc09T002065.1	CDY24733, CDY10779, CDY19071, CDY15406
OG0007510	Solyc10T002338.1	CDY24145, CDY36916
OG0007511	Solyc01T003553.1	CDY20669, CDX94940, CDX93472
OG0007512	Solyc09T001915.1	CDX90916, CDY17983, CDX91271, CDX97291
OG0007513	Solyc01T001220.1	CDY02436, CDY10556
OG0007514	Solyc10T000539.1	CDY07228, CDY68957
OG0007515	Solyc04T002670.1	CDX92634, CDY11014
OG0007517	Solyc09T000418.1	CDX70262, CDY41402
OG0007518	Solyc01T004120.3	CDY35733
OG0007522	Solyc06T001451.1, Solyc03T003537.1	CDY24065, CDY69532, CDY25682
OG0007523	Solyc09T001825.1, Solyc06T000187.1	CDY31989, CDY05725
OG0007525	Solyc05T000990.1	CDY01814, CDX96089
OG0007527	Solyc01T003425.1	CDX80586, CDY05542, CDX78156, CDY25002
OG0007528	Solyc11T000264.1	CDX97417, CDY14259
OG0007529	Solyc12T002821.1	CDY23600, CDY43990, CDY24184, CDY07090
OG0007530	Solyc01T002895.1	CDX79991, CDY42010, CDY27330
OG0007532	Solyc12T000824.1	CDX79445, CDX84753, CDY62189
OG0007533	Solyc11T000275.1, Solyc09T000261.1	CDX75020
OG0007534	Solyc11T000494.1	CDX69378, CDY63900, CDY63928, CDY31609
OG0007535	Solyc07T000217.1	CDX83353, CDY41560, CDX80048
OG0007536	Solyc09T002242.1	CDY70474
OG0007538	Solyc10T002647.2, Solyc09T000303.1	CDY33158, CDX75034
OG0007539	Solyc09T000024.1	CDX95305, CDY23168
